level_0,level_1,level_2,Total Return ($),Total Return (%),Annualized Return (%),Annualized Volatility (%),Sharpe Ratio,Sortino Ratio,Calmar Ratio,Treynor Ratio,Information Ratio,Max Drawdown (%),Max Drawdown Duration (days),Beta,Alpha,entry_threshold,lookback_window,p-value
"('entry_threshold', 1.0)","('lookback_window', 90)","('p-value', 0.1)",-85392.86,-17.08,-3.98,12.63,-0.31,-0.32,0.14,0.99,-0.22,-29.27,1047.0,-0.04023,-0.03,1.0,90,0.1
"('entry_threshold', 1.5)","('lookback_window', 90)","('p-value', 0.1)",-57966.5,-11.59,-2.63,7.76,-0.34,-0.3,0.15,2.11,-0.17,-17.49,1061.0,-0.01248,-0.02,1.5,90,0.1
"('entry_threshold', 1.75)","('lookback_window', 60)","('p-value', 0.05)",-32609.36,-6.52,-1.45,4.01,-0.36,-0.26,0.12,2.47,-0.11,-12.13,1101.0,-0.00588,-0.01,1.75,60,0.05
"('entry_threshold', 2.0)","('lookback_window', 60)","('p-value', 0.01)",-16070.45,-3.21,-0.71,1.93,-0.36,-0.18,0.11,19.13,-0.05,-6.36,1102.0,-0.00037,-0.01,2.0,60,0.01
"('entry_threshold', 1.0)","('lookback_window', 540)","('p-value', 0.01)",-3337.0,-0.67,-0.14,0.39,-0.37,-0.08,0.16,1.3,-0.01,-0.92,583.0,-0.00111,-0.0,1.0,540,0.01
"('entry_threshold', 2.0)","('lookback_window', 600)","('p-value', 0.05)",-7722.05,-1.54,-0.34,0.92,-0.37,-0.1,0.15,0.35,-0.03,-2.21,562.0,-0.00964,-0.0,2.0,600,0.05
"('entry_threshold', 2.0)","('lookback_window', 60)","('p-value', 0.05)",-28171.8,-5.63,-1.25,3.33,-0.38,-0.22,0.11,2.47,-0.09,-11.54,1097.0,-0.00506,-0.01,2.0,60,0.05
"('entry_threshold', 2.0)","('lookback_window', 540)","('p-value', 0.1)",-12351.29,-2.47,-0.54,1.37,-0.39,-0.15,0.18,0.73,-0.04,-2.98,600.0,-0.00742,-0.0,2.0,540,0.1
"('entry_threshold', 2.0)","('lookback_window', 90)","('p-value', 0.1)",-37560.16,-7.51,-1.68,4.15,-0.4,-0.34,0.13,-1.15,-0.13,-13.02,1060.0,0.01461,-0.02,2.0,90,0.1
"('entry_threshold', 1.75)","('lookback_window', 90)","('p-value', 0.1)",-55745.08,-11.15,-2.53,5.89,-0.43,-0.38,0.14,4.38,-0.18,-17.63,1061.0,-0.00577,-0.02,1.75,90,0.1
"('entry_threshold', 1.75)","('lookback_window', 60)","('p-value', 0.01)",-23677.57,-4.74,-1.05,2.31,-0.45,-0.27,0.15,-6.16,-0.08,-7.15,1102.0,0.0017,-0.01,1.75,60,0.01
"('entry_threshold', 1.0)","('lookback_window', 60)","('p-value', 0.01)",-40086.23,-8.02,-1.79,3.44,-0.52,-0.44,0.13,1.94,-0.13,-13.39,1088.0,-0.00927,-0.02,1.0,60,0.01
"('entry_threshold', 1.5)","('lookback_window', 60)","('p-value', 0.01)",-31581.12,-6.32,-1.4,2.62,-0.54,-0.35,0.15,12.41,-0.11,-9.09,1102.0,-0.00113,-0.01,1.5,60,0.01
"('entry_threshold', 1.75)","('lookback_window', 540)","('p-value', 0.1)",-21642.88,-4.33,-0.95,1.67,-0.57,-0.28,0.2,1.46,-0.07,-4.69,600.0,-0.00656,-0.01,1.75,540,0.1
"('entry_threshold', 1.0)","('lookback_window', 480)","('p-value', 0.01)",-2485.7,-0.5,-0.11,0.18,-0.6,-0.04,0.22,-4.74,-0.01,-0.5,389.0,0.00023,-0.0,1.0,480,0.01
"('entry_threshold', 2.0)","('lookback_window', 60)","('p-value', 0.1)",-63595.11,-12.72,-2.9,4.79,-0.61,-0.4,0.15,16.32,-0.21,-19.28,1102.0,-0.00178,-0.03,2.0,60,0.1
"('entry_threshold', 1.0)","('lookback_window', 60)","('p-value', 0.05)",-95841.61,-19.17,-4.51,7.34,-0.61,-0.67,0.17,3.54,-0.3,-26.42,1093.0,-0.01274,-0.04,1.0,60,0.05
"('entry_threshold', 1.75)","('lookback_window', 600)","('p-value', 0.1)",-23707.47,-4.74,-1.05,1.69,-0.62,-0.25,0.2,0.42,-0.08,-5.23,558.0,-0.02465,-0.01,1.75,600,0.1
"('entry_threshold', 1.5)","('lookback_window', 60)","('p-value', 0.1)",-104614.59,-20.92,-4.96,7.63,-0.65,-0.58,0.18,3.66,-0.33,-27.88,1098.0,-0.01356,-0.05,1.5,60,0.1
"('entry_threshold', 1.0)","('lookback_window', 60)","('p-value', 0.1)",-185440.4,-37.09,-9.55,12.13,-0.79,-0.8,0.21,4.17,-0.53,-45.9,1090.0,-0.02289,-0.09,1.0,60,0.1
"('entry_threshold', 1.75)","('lookback_window', 60)","('p-value', 0.1)",-105791.39,-21.16,-5.02,6.08,-0.83,-0.64,0.18,113.24,-0.35,-28.27,1101.0,-0.00044,-0.05,1.75,60,0.1
"('entry_threshold', 2.0)","('lookback_window', 600)","('p-value', 0.1)",-28145.32,-5.63,-1.25,1.48,-0.84,-0.27,0.21,0.64,-0.09,-6.01,562.0,-0.0196,-0.01,2.0,600,0.1
"('entry_threshold', 2.0)","('lookback_window', 480)","('p-value', 0.01)",0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,2.0,480,0.01
