level_0,level_1,level_2,Total Return ($),Total Return (%),Annualized Return (%),Annualized Volatility (%),Sharpe Ratio,Sortino Ratio,Calmar Ratio,Treynor Ratio,Information Ratio,Max Drawdown (%),Max Drawdown Duration (days),Beta,Alpha,entry_threshold,lookback_window,p-value
"('entry_threshold', 1.0)","('lookback_window', 400)","('p-value', 0.01)",17187.39,3.44,0.74,0.84,0.87,0.28,-0.78,-1.0,0.06,-0.94,687.0,-0.00738,0.01,1.0,400,0.01
"('entry_threshold', 2.0)","('lookback_window', 560)","('p-value', 0.01)",807.02,0.16,0.03,0.05,0.75,,,-2.38,0.0,0.0,0.0,-0.00015,0.0,2.0,560,0.01
"('entry_threshold', 0.9)","('lookback_window', 400)","('p-value', 0.01)",15079.29,3.02,0.65,0.89,0.73,0.23,-0.69,-0.9,0.05,-0.94,695.0,-0.00716,0.01,0.9,400,0.01
"('entry_threshold', 1.2)","('lookback_window', 600)","('p-value', 0.05)",30623.56,6.12,1.3,1.8,0.72,0.45,-0.68,-0.46,0.1,-1.91,503.0,-0.02805,0.02,1.2,600,0.05
"('entry_threshold', 1.4)","('lookback_window', 600)","('p-value', 0.05)",25377.51,5.08,1.08,1.52,0.71,0.36,-0.72,-0.48,0.08,-1.5,479.0,-0.02264,0.01,1.4,600,0.05
"('entry_threshold', 1.3)","('lookback_window', 600)","('p-value', 0.05)",24310.12,4.86,1.03,1.56,0.66,0.36,-0.78,-0.44,0.08,-1.32,482.0,-0.02355,0.01,1.3,600,0.05
"('entry_threshold', 1.8)","('lookback_window', 520)","('p-value', 0.01)",1281.11,0.26,0.06,0.08,0.65,,,62.76,0.0,0.0,0.0,1e-05,0.0,1.8,520,0.01
"('entry_threshold', 1.6)","('lookback_window', 520)","('p-value', 0.01)",1281.11,0.26,0.06,0.08,0.65,,,62.79,0.0,0.0,0.0,1e-05,0.0,1.6,520,0.01
"('entry_threshold', 2.0)","('lookback_window', 520)","('p-value', 0.01)",1281.11,0.26,0.06,0.08,0.65,,,62.76,0.0,0.0,0.0,1e-05,0.0,2.0,520,0.01
"('entry_threshold', 1.9)","('lookback_window', 520)","('p-value', 0.01)",1281.11,0.26,0.06,0.08,0.65,,,62.77,0.0,0.0,0.0,1e-05,0.0,1.9,520,0.01
"('entry_threshold', 1.7)","('lookback_window', 520)","('p-value', 0.01)",1281.11,0.26,0.06,0.08,0.65,,,62.79,0.0,0.0,0.0,1e-05,0.0,1.7,520,0.01
"('entry_threshold', 1.1)","('lookback_window', 600)","('p-value', 0.05)",28231.86,5.65,1.2,1.89,0.63,0.43,-0.45,-0.49,0.09,-2.65,522.0,-0.02452,0.02,1.1,600,0.05
"('entry_threshold', 0.8)","('lookback_window', 400)","('p-value', 0.01)",12573.27,2.51,0.54,0.91,0.59,0.22,-0.57,-0.78,0.04,-0.94,741.0,-0.00694,0.01,0.8,400,0.01
"('entry_threshold', 0.9)","('lookback_window', 520)","('p-value', 0.01)",4902.18,0.98,0.21,0.37,0.57,0.11,-0.48,-0.54,0.02,-0.44,247.0,-0.0039,0.0,0.9,520,0.01
"('entry_threshold', 1.1)","('lookback_window', 600)","('p-value', 0.1)",38164.45,7.63,1.61,2.91,0.55,0.39,-0.3,-0.41,0.12,-5.37,533.0,-0.03873,0.02,1.1,600,0.1
"('entry_threshold', 1.5)","('lookback_window', 520)","('p-value', 0.01)",2182.82,0.44,0.09,0.18,0.52,,-0.7,-1.5,0.01,-0.13,1.0,-0.00063,0.0,1.5,520,0.01
"('entry_threshold', 1.4)","('lookback_window', 520)","('p-value', 0.01)",2182.82,0.44,0.09,0.18,0.52,,-0.7,-1.5,0.01,-0.13,1.0,-0.00063,0.0,1.4,520,0.01
"('entry_threshold', 0.9)","('lookback_window', 560)","('p-value', 0.01)",4340.9,0.87,0.19,0.41,0.46,0.12,-0.39,-0.86,0.01,-0.48,577.0,-0.00217,0.0,0.9,560,0.01
"('entry_threshold', 1.8)","('lookback_window', 480)","('p-value', 0.01)",371.11,0.07,0.02,0.04,0.45,,-8.06,-91.61,0.0,-0.0,319.0,-0.0,0.0,1.8,480,0.01
"('entry_threshold', 1.9)","('lookback_window', 480)","('p-value', 0.01)",371.11,0.07,0.02,0.04,0.45,,-8.06,-91.57,0.0,-0.0,319.0,-0.0,0.0,1.9,480,0.01
"('entry_threshold', 1.6)","('lookback_window', 480)","('p-value', 0.01)",371.11,0.07,0.02,0.04,0.45,,-8.06,-91.62,0.0,-0.0,319.0,-0.0,0.0,1.6,480,0.01
"('entry_threshold', 1.5)","('lookback_window', 480)","('p-value', 0.01)",371.11,0.07,0.02,0.04,0.45,,-8.06,-91.71,0.0,-0.0,319.0,-0.0,0.0,1.5,480,0.01
"('entry_threshold', 1.4)","('lookback_window', 480)","('p-value', 0.01)",371.11,0.07,0.02,0.04,0.45,,-8.06,-91.66,0.0,-0.0,319.0,-0.0,0.0,1.4,480,0.01
"('entry_threshold', 1.7)","('lookback_window', 480)","('p-value', 0.01)",371.11,0.07,0.02,0.04,0.45,,-8.06,-91.71,0.0,-0.0,319.0,-0.0,0.0,1.7,480,0.01
"('entry_threshold', 1.6)","('lookback_window', 560)","('p-value', 0.01)",982.5,0.2,0.04,0.1,0.43,0.05,-0.23,-2.53,0.0,-0.19,413.0,-0.00017,0.0,1.6,560,0.01
"('entry_threshold', 1.7)","('lookback_window', 560)","('p-value', 0.01)",982.5,0.2,0.04,0.1,0.43,0.05,-0.23,-2.53,0.0,-0.19,413.0,-0.00017,0.0,1.7,560,0.01
"('entry_threshold', 1.5)","('lookback_window', 560)","('p-value', 0.01)",982.5,0.2,0.04,0.1,0.43,0.05,-0.23,-2.53,0.0,-0.19,413.0,-0.00017,0.0,1.5,560,0.01
"('entry_threshold', 1.6)","('lookback_window', 440)","('p-value', 0.05)",11147.72,2.23,0.48,1.14,0.42,0.2,-0.3,-0.47,0.04,-1.58,674.0,-0.01016,0.01,1.6,440,0.05
"('entry_threshold', 1.3)","('lookback_window', 480)","('p-value', 0.05)",14660.93,2.93,0.63,1.55,0.41,0.27,-0.38,-0.74,0.05,-1.64,637.0,-0.00848,0.01,1.3,480,0.05
"('entry_threshold', 0.9)","('lookback_window', 600)","('p-value', 0.05)",18889.63,3.78,0.81,2.05,0.39,0.22,-0.24,-0.27,0.06,-3.36,508.0,-0.02965,0.01,0.9,600,0.05
"('entry_threshold', 1.4)","('lookback_window', 560)","('p-value', 0.01)",1834.4,0.37,0.08,0.21,0.38,0.06,-0.28,-1.05,0.01,-0.28,416.0,-0.00075,0.0,1.4,560,0.01
"('entry_threshold', 1.5)","('lookback_window', 600)","('p-value', 0.05)",13081.34,2.62,0.56,1.47,0.38,0.18,-0.37,-0.27,0.04,-1.5,545.0,-0.02111,0.01,1.5,600,0.05
"('entry_threshold', 1.7)","('lookback_window', 280)","('p-value', 0.05)",13114.31,2.62,0.56,1.51,0.37,0.25,-0.33,-15.43,0.04,-1.73,775.0,-0.00036,0.01,1.7,280,0.05
"('entry_threshold', 1.0)","('lookback_window', 600)","('p-value', 0.05)",17647.16,3.53,0.75,2.04,0.37,0.2,-0.2,-0.26,0.06,-3.7,536.0,-0.02865,0.01,1.0,600,0.05
"('entry_threshold', 1.1)","('lookback_window', 520)","('p-value', 0.01)",2068.6,0.41,0.09,0.25,0.36,0.07,-0.22,-5.64,0.01,-0.41,584.0,-0.00016,0.0,1.1,520,0.01
"('entry_threshold', 1.2)","('lookback_window', 600)","('p-value', 0.1)",22426.17,4.49,0.96,2.63,0.36,0.22,-0.18,-0.28,0.07,-5.37,543.0,-0.0346,0.01,1.2,600,0.1
"('entry_threshold', 0.9)","('lookback_window', 600)","('p-value', 0.1)",26955.08,5.39,1.14,3.36,0.34,0.24,-0.18,-0.24,0.08,-6.54,544.0,-0.04739,0.02,0.9,600,0.1
"('entry_threshold', 1.4)","('lookback_window', 480)","('p-value', 0.05)",11044.49,2.21,0.47,1.38,0.34,0.22,-0.36,-1.04,0.04,-1.33,613.0,-0.00458,0.01,1.4,480,0.05
"('entry_threshold', 1.2)","('lookback_window', 480)","('p-value', 0.05)",11168.19,2.23,0.48,1.55,0.31,0.23,-0.26,-0.55,0.04,-1.86,654.0,-0.00867,0.01,1.2,480,0.05
"('entry_threshold', 2.0)","('lookback_window', 440)","('p-value', 0.01)",1867.25,0.37,0.08,0.27,0.3,0.07,-0.17,-0.5,0.01,-0.49,703.0,-0.0016,0.0,2.0,440,0.01
"('entry_threshold', 1.2)","('lookback_window', 520)","('p-value', 0.01)",1709.74,0.34,0.07,0.25,0.3,0.06,-0.15,-3.04,0.01,-0.48,584.0,-0.00024,0.0,1.2,520,0.01
"('entry_threshold', 1.0)","('lookback_window', 600)","('p-value', 0.1)",22348.51,4.47,0.95,3.19,0.3,0.2,-0.15,-0.23,0.07,-6.49,539.0,-0.04204,0.02,1.0,600,0.1
"('entry_threshold', 1.2)","('lookback_window', 280)","('p-value', 0.05)",16556.94,3.31,0.71,2.47,0.29,0.21,-0.2,4.13,0.05,-3.61,859.0,0.00172,0.01,1.2,280,0.05
"('entry_threshold', 1.3)","('lookback_window', 560)","('p-value', 0.1)",15044.05,3.01,0.64,2.35,0.27,0.18,-0.16,-0.19,0.05,-3.98,577.0,-0.03405,0.01,1.3,560,0.1
"('entry_threshold', 1.8)","('lookback_window', 280)","('p-value', 0.05)",8799.44,1.76,0.38,1.42,0.27,0.17,-0.19,-427.43,0.03,-2.02,804.0,-1e-05,0.0,1.8,280,0.05
"('entry_threshold', 1.5)","('lookback_window', 480)","('p-value', 0.05)",8505.68,1.7,0.37,1.34,0.27,0.16,-0.31,-0.83,0.03,-1.19,614.0,-0.00442,0.0,1.5,480,0.05
"('entry_threshold', 0.8)","('lookback_window', 600)","('p-value', 0.1)",21523.22,4.3,0.92,3.59,0.26,0.19,-0.12,-0.17,0.07,-7.94,550.0,-0.05257,0.02,0.8,600,0.1
"('entry_threshold', 1.3)","('lookback_window', 520)","('p-value', 0.01)",1138.97,0.23,0.05,0.21,0.24,0.11,-0.14,-2.22,0.0,-0.35,325.0,-0.00022,0.0,1.3,520,0.01
"('entry_threshold', 1.3)","('lookback_window', 560)","('p-value', 0.01)",1154.42,0.23,0.05,0.21,0.23,0.04,-0.15,-0.65,0.0,-0.33,579.0,-0.00077,0.0,1.3,560,0.01
"('entry_threshold', 1.7)","('lookback_window', 440)","('p-value', 0.05)",5528.75,1.11,0.24,1.04,0.23,0.09,-0.15,-0.22,0.02,-1.58,671.0,-0.0108,0.0,1.7,440,0.05
"('entry_threshold', 1.9)","('lookback_window', 440)","('p-value', 0.01)",1362.09,0.27,0.06,0.28,0.21,0.05,-0.1,-0.37,0.0,-0.59,703.0,-0.00159,0.0,1.9,440,0.01
"('entry_threshold', 1.9)","('lookback_window', 400)","('p-value', 0.05)",5616.89,1.12,0.24,1.17,0.21,0.07,-0.17,-0.27,0.02,-1.42,736.0,-0.00881,0.0,1.9,400,0.05
"('entry_threshold', 1.9)","('lookback_window', 480)","('p-value', 0.1)",4831.46,0.97,0.21,1.15,0.18,0.09,-0.07,-0.65,0.02,-2.8,626.0,-0.0032,0.0,1.9,480,0.1
"('entry_threshold', 1.8)","('lookback_window', 440)","('p-value', 0.1)",6709.27,1.34,0.29,1.69,0.17,0.09,-0.11,-0.29,0.02,-2.59,651.0,-0.01004,0.0,1.8,440,0.1
"('entry_threshold', 2.0)","('lookback_window', 400)","('p-value', 0.05)",4001.12,0.8,0.17,0.99,0.17,0.07,-0.12,-0.25,0.01,-1.42,711.0,-0.00686,0.0,2.0,400,0.05
"('entry_threshold', 1.1)","('lookback_window', 560)","('p-value', 0.1)",10347.53,2.07,0.44,2.63,0.17,0.12,-0.1,-0.15,0.03,-4.61,571.0,-0.03067,0.01,1.1,560,0.1
"('entry_threshold', 1.5)","('lookback_window', 480)","('p-value', 0.1)",7735.36,1.55,0.33,2.01,0.17,0.13,-0.07,-0.26,0.03,-4.53,599.0,-0.01268,0.01,1.5,480,0.1
"('entry_threshold', 1.2)","('lookback_window', 480)","('p-value', 0.1)",10010.25,2.0,0.43,2.68,0.16,0.15,-0.07,-0.18,0.03,-6.5,653.0,-0.02428,0.01,1.2,480,0.1
"('entry_threshold', 1.2)","('lookback_window', 440)","('p-value', 0.05)",5546.43,1.11,0.24,1.6,0.15,0.08,-0.09,-0.17,0.02,-2.59,704.0,-0.01384,0.0,1.2,440,0.05
"('entry_threshold', 1.4)","('lookback_window', 560)","('p-value', 0.1)",7622.33,1.52,0.33,2.15,0.15,0.09,-0.09,-0.12,0.02,-3.79,577.0,-0.02826,0.01,1.4,560,0.1
"('entry_threshold', 1.0)","('lookback_window', 520)","('p-value', 0.05)",6383.33,1.28,0.28,1.78,0.15,0.1,-0.09,-0.71,0.02,-3.0,606.0,-0.00386,0.0,1.0,520,0.05
"('entry_threshold', 1.5)","('lookback_window', 440)","('p-value', 0.05)",4066.09,0.81,0.18,1.19,0.15,0.08,-0.09,-0.19,0.01,-1.95,682.0,-0.00941,0.0,1.5,440,0.05
"('entry_threshold', 1.1)","('lookback_window', 280)","('p-value', 0.05)",7990.88,1.6,0.34,2.54,0.14,0.1,-0.08,-5.73,0.03,-4.2,845.0,-0.0006,0.0,1.1,280,0.05
"('entry_threshold', 1.3)","('lookback_window', 600)","('p-value', 0.1)",7755.08,1.55,0.33,2.4,0.14,0.08,-0.07,-0.12,0.02,-4.84,545.0,-0.02832,0.01,1.3,600,0.1
"('entry_threshold', 1.0)","('lookback_window', 480)","('p-value', 0.05)",5492.83,1.1,0.24,1.66,0.14,0.11,-0.12,-0.23,0.02,-1.96,659.0,-0.01024,0.0,1.0,480,0.05
"('entry_threshold', 1.8)","('lookback_window', 440)","('p-value', 0.05)",2885.48,0.58,0.12,0.98,0.13,0.05,-0.08,-0.12,0.01,-1.56,703.0,-0.01037,0.0,1.8,440,0.05
"('entry_threshold', 2.0)","('lookback_window', 400)","('p-value', 0.1)",4914.47,0.98,0.21,1.65,0.13,0.07,-0.08,-0.1,0.02,-2.53,715.0,-0.02082,0.01,2.0,400,0.1
"('entry_threshold', 2.0)","('lookback_window', 440)","('p-value', 0.1)",4541.67,0.91,0.2,1.47,0.13,0.06,-0.07,-0.29,0.01,-2.63,641.0,-0.00676,0.0,2.0,440,0.1
"('entry_threshold', 0.8)","('lookback_window', 520)","('p-value', 0.01)",1496.51,0.3,0.06,0.48,0.13,0.03,-0.09,-0.11,0.0,-0.71,297.0,-0.00595,0.0,0.8,520,0.01
"('entry_threshold', 1.1)","('lookback_window', 480)","('p-value', 0.05)",4411.82,0.88,0.19,1.57,0.12,0.09,-0.1,-0.19,0.01,-1.98,650.0,-0.0102,0.0,1.1,480,0.05
"('entry_threshold', 1.4)","('lookback_window', 480)","('p-value', 0.1)",6409.2,1.28,0.28,2.28,0.12,0.09,-0.05,-0.19,0.02,-5.5,630.0,-0.01434,0.01,1.4,480,0.1
"('entry_threshold', 2.0)","('lookback_window', 480)","('p-value', 0.1)",3014.94,0.6,0.13,1.05,0.12,0.06,-0.06,-0.91,0.01,-2.19,627.0,-0.00143,0.0,2.0,480,0.1
"('entry_threshold', 1.7)","('lookback_window', 280)","('p-value', 0.01)",2121.89,0.42,0.09,0.74,0.12,0.05,-0.09,-1.74,0.01,-0.97,862.0,-0.00053,0.0,1.7,280,0.01
"('entry_threshold', 1.1)","('lookback_window', 480)","('p-value', 0.1)",6952.79,1.39,0.3,2.79,0.11,0.1,-0.05,-0.11,0.02,-5.91,655.0,-0.0277,0.01,1.1,480,0.1
"('entry_threshold', 1.0)","('lookback_window', 480)","('p-value', 0.1)",7365.54,1.47,0.32,2.99,0.11,0.1,-0.05,-0.09,0.02,-6.98,648.0,-0.03556,0.01,1.0,480,0.1
"('entry_threshold', 1.0)","('lookback_window', 240)","('p-value', 0.1)",17801.67,3.56,0.76,6.74,0.11,0.12,-0.07,-0.17,0.05,-10.73,896.0,-0.04534,0.02,1.0,240,0.1
"('entry_threshold', 2.0)","('lookback_window', 280)","('p-value', 0.1)",6618.23,1.32,0.29,2.49,0.11,0.07,-0.05,-4.47,0.02,-5.21,831.0,-0.00064,0.0,2.0,280,0.1
"('entry_threshold', 1.7)","('lookback_window', 280)","('p-value', 0.1)",7322.74,1.46,0.32,3.1,0.1,0.07,-0.08,-0.54,0.02,-3.84,862.0,-0.00581,0.0,1.7,280,0.1
"('entry_threshold', 1.3)","('lookback_window', 280)","('p-value', 0.05)",5534.62,1.11,0.24,2.33,0.1,0.07,-0.08,0.88,0.02,-2.84,781.0,0.00273,0.0,1.3,280,0.05
"('entry_threshold', 1.2)","('lookback_window', 560)","('p-value', 0.1)",5703.9,1.14,0.25,2.48,0.1,0.07,-0.05,-0.08,0.02,-4.61,576.0,-0.03275,0.01,1.2,560,0.1
"('entry_threshold', 1.9)","('lookback_window', 440)","('p-value', 0.1)",3589.25,0.72,0.16,1.54,0.1,0.05,-0.06,-0.2,0.01,-2.44,636.0,-0.00768,0.0,1.9,440,0.1
"('entry_threshold', 1.3)","('lookback_window', 480)","('p-value', 0.1)",5459.91,1.09,0.24,2.46,0.1,0.08,-0.04,-0.13,0.02,-6.48,648.0,-0.01851,0.01,1.3,480,0.1
"('entry_threshold', 0.8)","('lookback_window', 600)","('p-value', 0.05)",5051.86,1.01,0.22,2.13,0.1,0.06,-0.07,-0.07,0.02,-3.17,542.0,-0.03185,0.01,0.8,600,0.05
"('entry_threshold', 1.8)","('lookback_window', 480)","('p-value', 0.1)",2716.27,0.54,0.12,1.28,0.09,0.05,-0.04,-0.2,0.01,-3.16,590.0,-0.00585,0.0,1.8,480,0.1
"('entry_threshold', 1.4)","('lookback_window', 600)","('p-value', 0.1)",4818.49,0.96,0.21,2.25,0.09,0.05,-0.05,-0.08,0.02,-4.15,544.0,-0.02689,0.01,1.4,600,0.1
"('entry_threshold', 1.6)","('lookback_window', 480)","('p-value', 0.1)",3384.17,0.68,0.15,1.91,0.08,0.06,-0.04,-0.14,0.01,-4.1,606.0,-0.01045,0.0,1.6,480,0.1
"('entry_threshold', 1.6)","('lookback_window', 480)","('p-value', 0.05)",2450.63,0.49,0.11,1.29,0.08,0.05,-0.06,-0.3,0.01,-1.65,623.0,-0.00357,0.0,1.6,480,0.05
"('entry_threshold', 1.6)","('lookback_window', 280)","('p-value', 0.05)",3043.16,0.61,0.13,1.9,0.07,0.04,-0.05,-1.05,0.01,-2.75,869.0,-0.00126,0.0,1.6,280,0.05
"('entry_threshold', 1.8)","('lookback_window', 280)","('p-value', 0.1)",4230.03,0.85,0.18,2.97,0.06,0.04,-0.05,-1.6,0.01,-3.55,871.0,-0.00114,0.0,1.8,280,0.1
"('entry_threshold', 1.6)","('lookback_window', 440)","('p-value', 0.1)",2977.59,0.6,0.13,2.23,0.06,0.04,-0.04,-0.12,0.01,-3.4,666.0,-0.01076,0.0,1.6,440,0.1
"('entry_threshold', 1.3)","('lookback_window', 440)","('p-value', 0.05)",2183.53,0.44,0.09,1.53,0.06,0.03,-0.04,-0.07,0.01,-2.52,705.0,-0.0138,0.0,1.3,440,0.05
"('entry_threshold', 1.9)","('lookback_window', 280)","('p-value', 0.05)",1346.8,0.27,0.06,1.28,0.05,0.02,-0.03,-0.56,0.0,-1.74,850.0,-0.00104,0.0,1.9,280,0.05
"('entry_threshold', 1.8)","('lookback_window', 440)","('p-value', 0.01)",369.39,0.07,0.02,0.33,0.05,0.01,-0.02,-0.1,0.0,-0.83,703.0,-0.0016,0.0,1.8,440,0.01
"('entry_threshold', 1.1)","('lookback_window', 240)","('p-value', 0.1)",5937.85,1.19,0.26,5.87,0.04,0.05,-0.02,-0.07,0.02,-12.26,899.0,-0.03866,0.01,1.1,240,0.1
"('entry_threshold', 0.9)","('lookback_window', 520)","('p-value', 0.05)",1459.48,0.29,0.06,1.86,0.03,0.02,-0.02,-0.18,0.0,-3.25,623.0,-0.00354,0.0,0.9,520,0.05
"('entry_threshold', 1.9)","('lookback_window', 280)","('p-value', 0.1)",2075.74,0.42,0.09,2.65,0.03,0.02,-0.02,-0.84,0.01,-5.41,864.0,-0.00107,0.0,1.9,280,0.1
"('entry_threshold', 1.4)","('lookback_window', 440)","('p-value', 0.05)",840.53,0.17,0.04,1.43,0.03,0.01,-0.01,-0.03,0.0,-2.45,709.0,-0.01446,0.0,1.4,440,0.05
"('entry_threshold', 1.2)","('lookback_window', 240)","('p-value', 0.05)",2121.06,0.42,0.09,3.28,0.03,0.02,-0.01,-0.24,0.01,-8.18,900.0,-0.00385,0.0,1.2,240,0.05
"('entry_threshold', 0.9)","('lookback_window', 480)","('p-value', 0.1)",1745.19,0.35,0.08,3.22,0.02,0.02,-0.01,-0.02,0.01,-6.69,650.0,-0.04404,0.01,0.9,480,0.1
"('entry_threshold', 1.1)","('lookback_window', 240)","('p-value', 0.05)",1647.89,0.33,0.07,3.66,0.02,0.02,-0.01,-0.19,0.01,-9.39,901.0,-0.00371,0.0,1.1,240,0.05
"('entry_threshold', 1.7)","('lookback_window', 440)","('p-value', 0.1)",296.53,0.06,0.01,1.98,0.01,0.0,-0.0,-0.01,0.0,-3.99,666.0,-0.01191,0.0,1.7,440,0.1
"('entry_threshold', 2.0)","('lookback_window', 280)","('p-value', 0.05)",426.52,0.09,0.02,1.26,0.01,0.01,-0.01,-0.66,0.0,-1.57,855.0,-0.00028,0.0,2.0,280,0.05
"('entry_threshold', 1.0)","('lookback_window', 560)","('p-value', 0.01)",-9.75,-0.0,-0.0,0.34,-0.0,-0.0,0.0,0.06,-0.0,-0.52,592.0,-7e-05,0.0,1.0,560,0.01
"('entry_threshold', 1.1)","('lookback_window', 360)","('p-value', 0.05)",-250.32,-0.05,-0.01,2.47,-0.0,-0.0,0.0,0.01,-0.0,-4.51,774.0,-0.01042,0.0,1.1,360,0.05
"('entry_threshold', 1.8)","('lookback_window', 600)","('p-value', 0.05)",-116.73,-0.02,-0.01,1.14,-0.0,-0.0,0.0,0.0,-0.0,-1.47,558.0,-0.01438,0.0,1.8,600,0.05
"('entry_threshold', 0.8)","('lookback_window', 560)","('p-value', 0.01)",38.13,0.01,0.0,0.49,0.0,0.0,-0.0,-0.0,0.0,-0.9,596.0,-0.00382,0.0,0.8,560,0.01
"('entry_threshold', 0.8)","('lookback_window', 560)","('p-value', 0.1)",-832.37,-0.17,-0.04,3.16,-0.01,-0.01,0.01,0.01,-0.0,-6.27,579.0,-0.03522,0.0,0.8,560,0.1
"('entry_threshold', 1.0)","('lookback_window', 280)","('p-value', 0.05)",-615.23,-0.12,-0.03,2.76,-0.01,-0.01,0.01,0.06,-0.0,-5.32,843.0,-0.00481,0.0,1.0,280,0.05
"('entry_threshold', 1.4)","('lookback_window', 520)","('p-value', 0.05)",-316.55,-0.06,-0.01,1.42,-0.01,-0.0,0.01,-0.36,-0.0,-2.73,582.0,0.00038,-0.0,1.4,520,0.05
"('entry_threshold', 1.0)","('lookback_window', 560)","('p-value', 0.1)",-835.17,-0.17,-0.04,2.75,-0.01,-0.01,0.01,0.01,-0.0,-5.24,585.0,-0.02952,0.0,1.0,560,0.1
"('entry_threshold', 2.0)","('lookback_window', 440)","('p-value', 0.05)",-147.49,-0.03,-0.01,0.85,-0.01,-0.0,0.0,0.01,-0.0,-1.69,633.0,-0.00653,0.0,2.0,440,0.05
"('entry_threshold', 1.8)","('lookback_window', 280)","('p-value', 0.01)",-154.92,-0.03,-0.01,0.71,-0.01,-0.0,0.01,0.32,-0.0,-0.97,854.0,-0.00021,-0.0,1.8,280,0.01
"('entry_threshold', 1.6)","('lookback_window', 360)","('p-value', 0.05)",-877.37,-0.18,-0.04,1.75,-0.02,-0.01,0.01,0.04,-0.0,-3.23,754.0,-0.00906,0.0,1.6,360,0.05
"('entry_threshold', 0.9)","('lookback_window', 480)","('p-value', 0.05)",-637.11,-0.13,-0.03,1.75,-0.02,-0.01,0.01,0.03,-0.0,-2.11,666.0,-0.00858,0.0,0.9,480,0.05
"('entry_threshold', 1.3)","('lookback_window', 520)","('p-value', 0.05)",-896.04,-0.18,-0.04,1.58,-0.02,-0.01,0.01,0.1,-0.0,-3.01,585.0,-0.0037,0.0,1.3,520,0.05
"('entry_threshold', 2.0)","('lookback_window', 320)","('p-value', 0.05)",-911.12,-0.18,-0.04,1.33,-0.03,-0.02,0.02,-0.27,-0.0,-2.44,839.0,0.00147,-0.0,2.0,320,0.05
"('entry_threshold', 1.9)","('lookback_window', 400)","('p-value', 0.1)",-1206.01,-0.24,-0.05,1.79,-0.03,-0.02,0.02,0.02,-0.0,-2.86,741.0,-0.02146,0.0,1.9,400,0.1
"('entry_threshold', 0.9)","('lookback_window', 280)","('p-value', 0.05)",-2425.81,-0.49,-0.11,3.24,-0.03,-0.02,0.02,0.19,-0.01,-6.78,849.0,-0.00553,0.0,0.9,280,0.05
